,value,group
2362,0.25,Fruits and Fruit Juices
2363,0.44,Fruits and Fruit Juices
2364,0.19,Fruits and Fruit Juices
2365,0.22,Fruits and Fruit Juices
2366,0.21,Fruits and Fruit Juices
2367,0.08,Fruits and Fruit Juices
2368,0.04,Fruits and Fruit Juices
2369,0.32,Fruits and Fruit Juices
2370,0.22,Fruits and Fruit Juices
2371,0.18,Fruits and Fruit Juices
2372,0.08,Fruits and Fruit Juices
2373,0.42,Fruits and Fruit Juices
2374,0.16,Fruits and Fruit Juices
2375,0.18,Fruits and Fruit Juices
2376,0.1,Fruits and Fruit Juices
2377,0.1,Fruits and Fruit Juices
2378,0.08,Fruits and Fruit Juices
2380,0.06,Fruits and Fruit Juices
2381,0.1,Fruits and Fruit Juices
2382,0.19,Fruits and Fruit Juices
2383,0.1,Fruits and Fruit Juices
2384,0.14,Fruits and Fruit Juices
2385,0.09,Fruits and Fruit Juices
2386,0.13,Fruits and Fruit Juices
2387,0.05,Fruits and Fruit Juices
2388,0.06,Fruits and Fruit Juices
2389,0.1,Fruits and Fruit Juices
2390,0.1,Fruits and Fruit Juices
2391,0.11,Fruits and Fruit Juices
2392,0.1,Fruits and Fruit Juices
2393,0.26,Fruits and Fruit Juices
2394,0.06,Fruits and Fruit Juices
2395,0.02,Fruits and Fruit Juices
2396,0.08,Fruits and Fruit Juices
2397,0.09,Fruits and Fruit Juices
2398,0.12,Fruits and Fruit Juices
2399,0.1,Fruits and Fruit Juices
2400,0.11,Fruits and Fruit Juices
2401,0.07,Fruits and Fruit Juices
2402,0.1,Fruits and Fruit Juices
2403,0.09,Fruits and Fruit Juices
2404,0.08,Fruits and Fruit Juices
2405,0.07,Fruits and Fruit Juices
2406,0.53,Fruits and Fruit Juices
2407,0.02,Fruits and Fruit Juices
2408,0.03,Fruits and Fruit Juices
2409,0.04,Fruits and Fruit Juices
2410,0.09,Fruits and Fruit Juices
2411,0.05,Fruits and Fruit Juices
2412,0.08,Fruits and Fruit Juices
2413,0.07,Fruits and Fruit Juices
2414,0.11,Fruits and Fruit Juices
2415,0.13,Fruits and Fruit Juices
2416,0.04,Fruits and Fruit Juices
2417,0.08,Fruits and Fruit Juices
2418,0.13,Fruits and Fruit Juices
2419,0.13,Fruits and Fruit Juices
2420,0.1,Fruits and Fruit Juices
2421,0.08,Fruits and Fruit Juices
2422,0.11,Fruits and Fruit Juices
2423,0.44,Fruits and Fruit Juices
2424,0.28,Fruits and Fruit Juices
2426,0.05,Fruits and Fruit Juices
2427,0.31,Fruits and Fruit Juices
2428,0.43,Fruits and Fruit Juices
2429,0.08,Fruits and Fruit Juices
2430,0.12,Fruits and Fruit Juices
2431,0.09,Fruits and Fruit Juices
2432,0.08,Fruits and Fruit Juices
2433,0.06,Fruits and Fruit Juices
2434,0.02,Fruits and Fruit Juices
2435,0.03,Fruits and Fruit Juices
2436,0.02,Fruits and Fruit Juices
2437,0.02,Fruits and Fruit Juices
2438,0.16,Fruits and Fruit Juices
2439,0.14,Fruits and Fruit Juices
2440,0.09,Fruits and Fruit Juices
2441,0.09,Fruits and Fruit Juices
2442,0.05,Fruits and Fruit Juices
2443,0.06,Fruits and Fruit Juices
2444,0.23,Fruits and Fruit Juices
2445,0.24,Fruits and Fruit Juices
2446,0.06,Fruits and Fruit Juices
2447,0.09,Fruits and Fruit Juices
2448,0.1,Fruits and Fruit Juices
2449,0.48,Fruits and Fruit Juices
2450,0.06,Fruits and Fruit Juices
2451,0.04,Fruits and Fruit Juices
2452,0.04,Fruits and Fruit Juices
2453,0.04,Fruits and Fruit Juices
2454,0.05,Fruits and Fruit Juices
2455,0.04,Fruits and Fruit Juices
2456,0.07,Fruits and Fruit Juices
2458,0.06,Fruits and Fruit Juices
2459,0.11,Fruits and Fruit Juices
2461,0.07,Fruits and Fruit Juices
2462,0.06,Fruits and Fruit Juices
2464,0.08,Fruits and Fruit Juices
2465,0.07,Fruits and Fruit Juices
2466,0.04,Fruits and Fruit Juices
2467,0.42,Fruits and Fruit Juices
2468,0.02,Fruits and Fruit Juices
2469,0.08,Fruits and Fruit Juices
2470,0.05,Fruits and Fruit Juices
2471,0.09,Fruits and Fruit Juices
2472,0.23,Fruits and Fruit Juices
2473,0.02,Fruits and Fruit Juices
2474,0.03,Fruits and Fruit Juices
2476,0.08,Fruits and Fruit Juices
2477,0.08,Fruits and Fruit Juices
2478,1.13,Pork Products
2479,1.59,Pork Products
2480,2.21,Pork Products
2481,2.27,Pork Products
2482,0.37,Pork Products
2483,1.02,Pork Products
2484,0.6,Pork Products
2485,0.75,Pork Products
2486,1.93,Pork Products
2487,2.96,Pork Products
2488,2.27,Pork Products
2489,3.26,Pork Products
2490,1.7,Pork Products
2491,2.31,Pork Products
2492,1.85,Pork Products
2493,2.48,Pork Products
2494,2.02,Pork Products
2495,2.42,Pork Products
2496,2.25,Pork Products
2497,2.67,Pork Products
2498,1.74,Pork Products
2499,2.38,Pork Products
2500,2.39,Pork Products
2501,2.32,Pork Products
2502,1.84,Pork Products
2503,2.48,Pork Products
2504,2.48,Pork Products
2505,2.53,Pork Products
2506,2.56,Pork Products
2507,3.11,Pork Products
2508,3.15,Pork Products
2509,3.21,Pork Products
2510,2.74,Pork Products
2511,3.28,Pork Products
2512,3.34,Pork Products
2513,3.41,Pork Products
2514,1.77,Pork Products
2515,3.28,Pork Products
2516,2.14,Pork Products
2517,3.53,Pork Products
2518,1.86,Pork Products
2519,3.51,Pork Products
2520,2.22,Pork Products
2521,3.74,Pork Products
2522,1.85,Pork Products
2523,3.1,Pork Products
2524,2.15,Pork Products
2525,2.91,Pork Products
2526,1.97,Pork Products
2527,3.37,Pork Products
2528,2.25,Pork Products
2529,3.09,Pork Products
2530,1.95,Pork Products
2531,1.97,Pork Products
2532,3.6,Pork Products
2533,2.52,Pork Products
2534,2.05,Pork Products
2535,2.09,Pork Products
2536,3.94,Pork Products
2537,2.62,Pork Products
2538,1.89,Pork Products
2539,2.42,Pork Products
2540,1.55,Pork Products
2541,2.29,Pork Products
2542,2.09,Pork Products
2543,2.11,Pork Products
2544,1.59,Pork Products
2545,2.37,Pork Products
2546,2.15,Pork Products
2547,2.16,Pork Products
2548,2.7,Pork Products
2549,3.71,Pork Products
2550,3.14,Pork Products
2551,4.16,Pork Products
2552,2.15,Pork Products
2553,3.1,Pork Products
2554,3.45,Pork Products
2555,2.41,Pork Products
2556,3.35,Pork Products
2557,4.07,Pork Products
2558,3.09,Pork Products
2559,4.84,Pork Products
2560,4.51,Pork Products
2561,3.96,Pork Products
2562,3.36,Pork Products
2563,5.2,Pork Products
2564,5.02,Pork Products
2565,4.23,Pork Products
2566,2.5,Pork Products
2567,4.6,Pork Products
2568,2.9,Pork Products
2569,1.42,Pork Products
2570,1.27,Pork Products
2571,1.48,Pork Products
2572,1.02,Pork Products
2573,1.85,Pork Products
2574,0.19,Pork Products
2575,0.2,Pork Products
2576,0.76,Pork Products
2577,2.8,Pork Products
2578,3.09,Pork Products
2579,0.84,Pork Products
2580,2.75,Pork Products
2581,4.15,Pork Products
2582,0.18,Pork Products
2583,5.76,Pork Products
2584,6.72,Pork Products
2585,2.03,Pork Products
2586,2.45,Pork Products
2587,2.44,Pork Products
2588,2.62,Pork Products
2589,4.29,Pork Products
2590,2.54,Pork Products
2591,3.54,Pork Products
2592,1.85,Pork Products
2593,3.03,Pork Products
2594,3.01,Pork Products
2595,4.53,Pork Products
2596,1.18,Pork Products
2597,1.66,Pork Products
2598,1.23,Pork Products
2599,0.2,Pork Products
2600,2.88,Pork Products
2601,2.47,Pork Products
2602,1.93,Pork Products
2603,2.23,Pork Products
2604,2.5,Pork Products
2605,2.81,Pork Products
2606,1.88,Pork Products
2607,1.57,Pork Products
2608,2.02,Pork Products
2609,1.76,Pork Products
2610,2.04,Pork Products
2611,2.57,Pork Products
2612,2.77,Pork Products
2613,1.75,Pork Products
2614,1.31,Pork Products
2615,0.9,Pork Products
2616,0.8,Pork Products
2617,1.31,Pork Products
2618,2.51,Pork Products
2619,2.94,Pork Products
2620,2.35,Pork Products
2621,2.45,Pork Products
2622,1.05,Pork Products
2623,2.31,Pork Products
2624,1.64,Pork Products
2625,3.42,Pork Products
2626,3.03,Pork Products
2627,2.88,Pork Products
2628,3.2,Pork Products
2629,2.83,Pork Products
2630,2.32,Pork Products
2631,2.05,Pork Products
2632,2.63,Pork Products
2633,1.84,Pork Products
2634,2.32,Pork Products
2635,2.26,Pork Products
2636,2.01,Pork Products
2637,3.06,Pork Products
2638,1.6,Pork Products
2639,2.54,Pork Products
2640,3.07,Pork Products
2641,1.57,Pork Products
2642,2.07,Pork Products
2643,2.26,Pork Products
2644,2.04,Pork Products
2645,2.64,Pork Products
2646,1.69,Pork Products
2647,2.16,Pork Products
2648,2.38,Pork Products
2649,2.14,Pork Products
2650,2.83,Pork Products
2651,2.78,Pork Products
2652,4.23,Pork Products
2653,2.2,Pork Products
2654,3.0,Pork Products
2655,4.46,Pork Products
2656,3.94,Pork Products
2657,1.7,Pork Products
2658,2.01,Pork Products
2659,2.15,Pork Products
2660,2.2,Pork Products
2661,1.72,Pork Products
2662,2.04,Pork Products
2663,2.18,Pork Products
2664,2.25,Pork Products
2665,1.87,Pork Products
2666,2.2,Pork Products
2667,3.21,Pork Products
2668,2.89,Pork Products
2669,2.41,Pork Products
2670,2.95,Pork Products
2671,1.73,Pork Products
2672,1.8,Pork Products
2673,2.01,Pork Products
2674,2.56,Pork Products
2675,1.99,Pork Products
2676,2.87,Pork Products
2677,2.23,Pork Products
2678,3.59,Pork Products
2679,2.3,Pork Products
2680,2.28,Pork Products
2681,2.0,Pork Products
2682,1.5,Pork Products
2683,1.4,Pork Products
2684,1.3,Pork Products
2685,1.5,Pork Products
2686,1.6,Pork Products
2687,1.8,Pork Products
2688,2.02,Pork Products
2689,1.98,Pork Products
2690,3.36,Pork Products
2691,3.51,Pork Products
2692,3.06,Pork Products
2693,2.92,Pork Products
2694,0.06,Pork Products
2695,1.81,Pork Products
2696,1.37,Pork Products
2697,3.09,Pork Products
2698,2.29,Pork Products
2699,2.25,Pork Products
2700,1.64,Pork Products
2701,1.64,Pork Products
2702,1.6,Pork Products
2703,2.5,Pork Products
2704,3.06,Pork Products
2705,3.03,Pork Products
2706,1.82,Pork Products
2707,2.08,Pork Products
2708,1.94,Pork Products
2709,1.82,Pork Products
2710,1.79,Pork Products
2711,2.82,Pork Products
2712,2.14,Pork Products
2713,1.98,Pork Products
2714,1.98,Pork Products
2715,1.99,Pork Products
2716,1.86,Pork Products
2717,1.65,Pork Products
2718,1.66,Pork Products
2719,2.19,Pork Products
2720,2.4,Pork Products
2721,2.79,Pork Products
2722,2.3,Pork Products
2723,1.65,Pork Products
2724,1.14,Pork Products
2725,1.14,Pork Products
2726,2.38,Pork Products
2727,3.04,Pork Products
2728,1.97,Pork Products
2729,1.63,Pork Products
2730,2.2,Pork Products
2731,2.53,Pork Products
2732,2.15,Pork Products
2733,1.59,Pork Products
2734,1.6,Pork Products
2735,1.85,Pork Products
2736,1.56,Pork Products
2737,1.77,Pork Products
2738,1.74,Pork Products
2739,1.84,Pork Products
2740,1.33,Pork Products
2741,1.74,Pork Products
2742,2.72,Pork Products
2743,2.19,Pork Products
2744,1.93,Pork Products
2745,1.8,Pork Products
2746,1.95,Pork Products
2747,2.36,Pork Products
2748,2.16,Pork Products
2749,1.63,Pork Products
2750,1.64,Pork Products
2751,2.35,Pork Products
2752,2.82,Pork Products
2753,2.87,Pork Products
2754,2.13,Pork Products
2755,1.8,Pork Products
2756,1.98,Pork Products
2757,2.91,Pork Products
2758,3.16,Pork Products
2759,2.61,Pork Products
2760,2.78,Pork Products
2761,2.34,Pork Products
2762,2.59,Pork Products
2763,2.18,Pork Products
2764,2.87,Pork Products
2765,2.43,Pork Products
2766,2.29,Pork Products
2767,3.26,Pork Products
2768,0.9,Pork Products
2769,2.0,Pork Products
2770,1.73,Pork Products
2771,4.85,Pork Products
2772,3.1,Pork Products
2773,1.74,Pork Products
2774,1.28,Pork Products
2775,1.22,Pork Products
2776,1.7,Pork Products
2777,1.72,Pork Products
2778,1.99,Pork Products
2779,2.83,Pork Products
2780,4.48,Pork Products
2781,2.42,Pork Products
2782,4.11,Pork Products
2783,3.18,Pork Products
2784,1.95,Pork Products
2785,2.43,Pork Products
2786,2.74,Pork Products
2787,2.16,Pork Products
2788,2.86,Pork Products
2789,2.05,Pork Products
2790,1.91,Pork Products
2791,1.93,Pork Products
2792,2.58,Pork Products
2793,2.57,Pork Products
2794,2.56,Pork Products
2795,2.48,Pork Products
2796,2.54,Pork Products
2797,2.59,Pork Products
2798,2.73,Pork Products
2799,3.24,Pork Products
2800,1.82,Pork Products
2801,2.5,Pork Products
2802,2.45,Pork Products
2803,2.46,Pork Products
2804,3.73,Pork Products
2805,2.66,Pork Products
2806,2.32,Pork Products
2807,1.74,Pork Products
2808,2.41,Pork Products
2809,2.33,Pork Products
2810,3.41,Pork Products
2811,2.42,Pork Products
2812,1.19,Pork Products
2813,1.73,Pork Products
2814,0.92,Vegetables and Vegetable Products
2815,0.9,Vegetables and Vegetable Products
2816,0.88,Vegetables and Vegetable Products
2817,0.28,Vegetables and Vegetable Products
2818,0.22,Vegetables and Vegetable Products
2819,0.49,Vegetables and Vegetable Products
2820,0.4,Vegetables and Vegetable Products
2821,0.32,Vegetables and Vegetable Products
2822,0.36,Vegetables and Vegetable Products
2823,0.54,Vegetables and Vegetable Products
2824,0.6,Vegetables and Vegetable Products
2825,0.47,Vegetables and Vegetable Products
2826,0.4,Vegetables and Vegetable Products
2827,0.59,Vegetables and Vegetable Products
2828,0.41,Vegetables and Vegetable Products
2829,0.3,Vegetables and Vegetable Products
2830,0.3,Vegetables and Vegetable Products
2831,0.8,Vegetables and Vegetable Products
2832,0.77,Vegetables and Vegetable Products
2833,1.1,Vegetables and Vegetable Products
2834,0.47,Vegetables and Vegetable Products
2835,0.65,Vegetables and Vegetable Products
2836,0.4,Vegetables and Vegetable Products
2837,0.44,Vegetables and Vegetable Products
2838,0.78,Vegetables and Vegetable Products
2839,0.79,Vegetables and Vegetable Products
2840,0.64,Vegetables and Vegetable Products
2841,0.49,Vegetables and Vegetable Products
2842,0.74,Vegetables and Vegetable Products
2843,0.63,Vegetables and Vegetable Products
2844,0.55,Vegetables and Vegetable Products
2845,0.41,Vegetables and Vegetable Products
2846,0.47,Vegetables and Vegetable Products
2847,0.9,Vegetables and Vegetable Products
2848,0.89,Vegetables and Vegetable Products
2849,0.97,Vegetables and Vegetable Products
2850,0.77,Vegetables and Vegetable Products
2851,0.69,Vegetables and Vegetable Products
2852,0.27,Vegetables and Vegetable Products
2853,0.24,Vegetables and Vegetable Products
2854,0.25,Vegetables and Vegetable Products
2855,0.36,Vegetables and Vegetable Products
2856,0.2,Vegetables and Vegetable Products
2857,0.14,Vegetables and Vegetable Products
2858,0.26,Vegetables and Vegetable Products
2859,0.24,Vegetables and Vegetable Products
2860,0.31,Vegetables and Vegetable Products
2861,0.38,Vegetables and Vegetable Products
2862,0.35,Vegetables and Vegetable Products
2863,0.35,Vegetables and Vegetable Products
2864,0.34,Vegetables and Vegetable Products
2865,0.21,Vegetables and Vegetable Products
2866,0.38,Vegetables and Vegetable Products
2867,0.5,Vegetables and Vegetable Products
2868,0.58,Vegetables and Vegetable Products
2869,0.47,Vegetables and Vegetable Products
2870,0.41,Vegetables and Vegetable Products
2871,0.45,Vegetables and Vegetable Products
2872,0.48,Vegetables and Vegetable Products
2873,0.28,Vegetables and Vegetable Products
2874,0.34,Vegetables and Vegetable Products
2875,0.3,Vegetables and Vegetable Products
2876,0.77,Vegetables and Vegetable Products
2877,0.54,Vegetables and Vegetable Products
2878,0.42,Vegetables and Vegetable Products
2879,0.33,Vegetables and Vegetable Products
2880,0.31,Vegetables and Vegetable Products
2881,0.24,Vegetables and Vegetable Products
2882,0.33,Vegetables and Vegetable Products
2883,0.38,Vegetables and Vegetable Products
2884,0.16,Vegetables and Vegetable Products
2885,0.09,Vegetables and Vegetable Products
2886,0.06,Vegetables and Vegetable Products
2887,0.18,Vegetables and Vegetable Products
2888,0.2,Vegetables and Vegetable Products
2889,0.22,Vegetables and Vegetable Products
2890,0.25,Vegetables and Vegetable Products
2891,0.27,Vegetables and Vegetable Products
2892,0.23,Vegetables and Vegetable Products
2893,0.19,Vegetables and Vegetable Products
2894,0.17,Vegetables and Vegetable Products
2895,0.22,Vegetables and Vegetable Products
2896,0.23,Vegetables and Vegetable Products
2897,0.18,Vegetables and Vegetable Products
2898,0.17,Vegetables and Vegetable Products
2899,0.18,Vegetables and Vegetable Products
2900,0.24,Vegetables and Vegetable Products
2901,0.2,Vegetables and Vegetable Products
2902,0.29,Vegetables and Vegetable Products
2903,0.26,Vegetables and Vegetable Products
2904,0.33,Vegetables and Vegetable Products
2905,0.35,Vegetables and Vegetable Products
2906,0.34,Vegetables and Vegetable Products
2907,0.27,Vegetables and Vegetable Products
2908,0.17,Vegetables and Vegetable Products
2909,0.17,Vegetables and Vegetable Products
2910,0.13,Vegetables and Vegetable Products
2911,0.33,Vegetables and Vegetable Products
2912,0.2,Vegetables and Vegetable Products
2913,0.13,Vegetables and Vegetable Products
2914,0.14,Vegetables and Vegetable Products
2915,0.27,Vegetables and Vegetable Products
2916,0.36,Vegetables and Vegetable Products
2917,0.33,Vegetables and Vegetable Products
2918,0.74,Vegetables and Vegetable Products
2919,0.31,Vegetables and Vegetable Products
2920,0.16,Vegetables and Vegetable Products
2921,0.42,Vegetables and Vegetable Products
2922,0.33,Vegetables and Vegetable Products
2923,0.56,Vegetables and Vegetable Products
2924,0.71,Vegetables and Vegetable Products
2925,0.2,Vegetables and Vegetable Products
2926,0.21,Vegetables and Vegetable Products
2927,0.23,Vegetables and Vegetable Products
2928,0.26,Vegetables and Vegetable Products
2929,0.27,Vegetables and Vegetable Products
2930,0.5,Vegetables and Vegetable Products
2931,0.46,Vegetables and Vegetable Products
2932,0.62,Vegetables and Vegetable Products
2933,0.39,Vegetables and Vegetable Products
2934,0.32,Vegetables and Vegetable Products
2935,0.53,Vegetables and Vegetable Products
2936,0.46,Vegetables and Vegetable Products
2937,0.28,Vegetables and Vegetable Products
2938,0.38,Vegetables and Vegetable Products
2939,0.63,Vegetables and Vegetable Products
2940,0.7,Vegetables and Vegetable Products
2941,0.63,Vegetables and Vegetable Products
2942,0.53,Vegetables and Vegetable Products
2943,0.37,Vegetables and Vegetable Products
2944,0.59,Vegetables and Vegetable Products
2945,1.01,Vegetables and Vegetable Products
2946,1.03,Vegetables and Vegetable Products
2947,1.58,Vegetables and Vegetable Products
2948,1.42,Vegetables and Vegetable Products
2949,0.34,Vegetables and Vegetable Products
2950,0.24,Vegetables and Vegetable Products
2951,0.37,Vegetables and Vegetable Products
2952,0.36,Vegetables and Vegetable Products
2953,0.29,Vegetables and Vegetable Products
2954,0.24,Vegetables and Vegetable Products
2955,0.23,Vegetables and Vegetable Products
2956,0.15,Vegetables and Vegetable Products
2957,0.2,Vegetables and Vegetable Products
2958,0.17,Vegetables and Vegetable Products
2959,0.41,Vegetables and Vegetable Products
2960,0.28,Vegetables and Vegetable Products
2961,0.16,Vegetables and Vegetable Products
2962,0.12,Vegetables and Vegetable Products
2963,1.32,Vegetables and Vegetable Products
2964,1.37,Vegetables and Vegetable Products
2965,0.79,Vegetables and Vegetable Products
2966,0.69,Vegetables and Vegetable Products
2967,1.16,Vegetables and Vegetable Products
2968,0.34,Vegetables and Vegetable Products
2969,0.7,Vegetables and Vegetable Products
2970,0.7,Vegetables and Vegetable Products
2971,0.07,Vegetables and Vegetable Products
2972,0.17,Vegetables and Vegetable Products
2973,0.6,Vegetables and Vegetable Products
2974,0.49,Vegetables and Vegetable Products
2975,0.37,Vegetables and Vegetable Products
2976,0.38,Vegetables and Vegetable Products
2977,0.12,Vegetables and Vegetable Products
2978,0.66,Vegetables and Vegetable Products
2979,7.52,Vegetables and Vegetable Products
2980,0.79,Vegetables and Vegetable Products
2981,0.79,Vegetables and Vegetable Products
2982,0.56,Vegetables and Vegetable Products
2983,0.24,Vegetables and Vegetable Products
2984,0.18,Vegetables and Vegetable Products
2985,0.18,Vegetables and Vegetable Products
2986,5.86,Vegetables and Vegetable Products
2987,1.03,Vegetables and Vegetable Products
2988,0.71,Vegetables and Vegetable Products
2989,2.03,Vegetables and Vegetable Products
2990,0.03,Vegetables and Vegetable Products
2991,0.31,Vegetables and Vegetable Products
2992,0.65,Vegetables and Vegetable Products
2993,0.44,Vegetables and Vegetable Products
2994,0.3,Vegetables and Vegetable Products
2995,0.12,Vegetables and Vegetable Products
2996,0.06,Vegetables and Vegetable Products
2997,1.51,Vegetables and Vegetable Products
2998,1.6,Vegetables and Vegetable Products
2999,0.2,Vegetables and Vegetable Products
3000,0.23,Vegetables and Vegetable Products
3001,0.15,Vegetables and Vegetable Products
3002,0.18,Vegetables and Vegetable Products
3003,0.39,Vegetables and Vegetable Products
3004,0.33,Vegetables and Vegetable Products
3005,0.2,Vegetables and Vegetable Products
3006,0.27,Vegetables and Vegetable Products
3007,0.32,Vegetables and Vegetable Products
3008,0.52,Vegetables and Vegetable Products
3009,0.87,Vegetables and Vegetable Products
3010,0.57,Vegetables and Vegetable Products
3011,0.72,Vegetables and Vegetable Products
3012,0.53,Vegetables and Vegetable Products
3013,1.1,Vegetables and Vegetable Products
3014,0.96,Vegetables and Vegetable Products
3015,7.66,Vegetables and Vegetable Products
3016,1.33,Vegetables and Vegetable Products
3017,0.25,Vegetables and Vegetable Products
3018,0.22,Vegetables and Vegetable Products
3019,0.23,Vegetables and Vegetable Products
3020,0.2,Vegetables and Vegetable Products
3021,0.17,Vegetables and Vegetable Products
3022,0.11,Vegetables and Vegetable Products
3023,0.38,Vegetables and Vegetable Products
3024,0.31,Vegetables and Vegetable Products
3025,0.58,Vegetables and Vegetable Products
3026,0.43,Vegetables and Vegetable Products
3027,0.53,Vegetables and Vegetable Products
3028,0.49,Vegetables and Vegetable Products
3029,0.17,Vegetables and Vegetable Products
3030,0.21,Vegetables and Vegetable Products
3031,1.89,Vegetables and Vegetable Products
3032,0.29,Vegetables and Vegetable Products
3033,0.21,Vegetables and Vegetable Products
3034,0.07,Vegetables and Vegetable Products
3035,0.07,Vegetables and Vegetable Products
3036,0.12,Vegetables and Vegetable Products
3037,0.09,Vegetables and Vegetable Products
3038,0.39,Vegetables and Vegetable Products
3039,0.2,Vegetables and Vegetable Products
3040,0.52,Vegetables and Vegetable Products
3041,0.13,Vegetables and Vegetable Products
3042,0.36,Vegetables and Vegetable Products
3043,0.42,Vegetables and Vegetable Products
3044,1.07,Vegetables and Vegetable Products
3045,0.59,Vegetables and Vegetable Products
3046,0.26,Vegetables and Vegetable Products
3047,0.27,Vegetables and Vegetable Products
3048,0.37,Vegetables and Vegetable Products
3049,0.41,Vegetables and Vegetable Products
3050,0.49,Vegetables and Vegetable Products
3051,1.24,Vegetables and Vegetable Products
3052,1.19,Vegetables and Vegetable Products
3053,0.72,Vegetables and Vegetable Products
3054,0.66,Vegetables and Vegetable Products
3055,0.65,Vegetables and Vegetable Products
3056,0.68,Vegetables and Vegetable Products
3057,0.82,Vegetables and Vegetable Products
3058,0.67,Vegetables and Vegetable Products
3059,1.05,Vegetables and Vegetable Products
3060,0.78,Vegetables and Vegetable Products
3061,0.58,Vegetables and Vegetable Products
3062,0.52,Vegetables and Vegetable Products
3063,0.45,Vegetables and Vegetable Products
3064,0.58,Vegetables and Vegetable Products
3065,0.48,Vegetables and Vegetable Products
3066,0.29,Vegetables and Vegetable Products
3067,0.17,Vegetables and Vegetable Products
3068,0.13,Vegetables and Vegetable Products
3069,0.12,Vegetables and Vegetable Products
3070,0.18,Vegetables and Vegetable Products
3071,0.06,Vegetables and Vegetable Products
3072,0.05,Vegetables and Vegetable Products
3073,0.06,Vegetables and Vegetable Products
3074,1.04,Vegetables and Vegetable Products
3075,0.82,Vegetables and Vegetable Products
3076,0.22,Vegetables and Vegetable Products
3077,0.24,Vegetables and Vegetable Products
3078,0.19,Vegetables and Vegetable Products
3079,0.3,Vegetables and Vegetable Products
3080,0.29,Vegetables and Vegetable Products
3081,0.29,Vegetables and Vegetable Products
3082,0.33,Vegetables and Vegetable Products
3083,0.35,Vegetables and Vegetable Products
3084,0.35,Vegetables and Vegetable Products
3085,0.4,Vegetables and Vegetable Products
3086,0.34,Vegetables and Vegetable Products
3087,0.4,Vegetables and Vegetable Products
3089,0.35,Vegetables and Vegetable Products
3090,0.29,Vegetables and Vegetable Products
3091,0.49,Vegetables and Vegetable Products
3092,0.3,Vegetables and Vegetable Products
3093,0.44,Vegetables and Vegetable Products
3094,0.27,Vegetables and Vegetable Products
3095,0.33,Vegetables and Vegetable Products
3096,0.51,Vegetables and Vegetable Products
3097,0.47,Vegetables and Vegetable Products
3098,0.3,Vegetables and Vegetable Products
3099,0.4,Vegetables and Vegetable Products
3100,0.69,Vegetables and Vegetable Products
3101,0.39,Vegetables and Vegetable Products
3102,0.28,Vegetables and Vegetable Products
3103,0.7,Vegetables and Vegetable Products
3104,0.18,Vegetables and Vegetable Products
3105,0.91,Vegetables and Vegetable Products
3106,0.25,Vegetables and Vegetable Products
3107,1.2,Vegetables and Vegetable Products
3108,0.24,Vegetables and Vegetable Products
3109,0.9,Vegetables and Vegetable Products
3110,0.24,Vegetables and Vegetable Products
3111,0.92,Vegetables and Vegetable Products
3112,0.25,Vegetables and Vegetable Products
3113,0.21,Vegetables and Vegetable Products
3114,0.38,Vegetables and Vegetable Products
3115,0.25,Vegetables and Vegetable Products
3116,0.33,Vegetables and Vegetable Products
3117,0.36,Vegetables and Vegetable Products
3118,0.43,Vegetables and Vegetable Products
3119,0.29,Vegetables and Vegetable Products
3120,0.55,Vegetables and Vegetable Products
3121,0.26,Vegetables and Vegetable Products
3122,0.3,Vegetables and Vegetable Products
3123,0.3,Vegetables and Vegetable Products
3124,0.25,Vegetables and Vegetable Products
3125,0.35,Vegetables and Vegetable Products
3126,0.35,Vegetables and Vegetable Products
3127,0.29,Vegetables and Vegetable Products
3128,0.41,Vegetables and Vegetable Products
3129,0.33,Vegetables and Vegetable Products
3130,0.41,Vegetables and Vegetable Products
3131,0.37,Vegetables and Vegetable Products
3132,0.36,Vegetables and Vegetable Products
3133,0.41,Vegetables and Vegetable Products
3134,0.54,Vegetables and Vegetable Products
3135,0.31,Vegetables and Vegetable Products
3137,0.1,Vegetables and Vegetable Products
3138,0.2,Vegetables and Vegetable Products
3139,0.2,Vegetables and Vegetable Products
3140,0.32,Vegetables and Vegetable Products
3141,0.23,Vegetables and Vegetable Products
3142,0.17,Vegetables and Vegetable Products
3143,0.27,Vegetables and Vegetable Products
3144,0.17,Vegetables and Vegetable Products
3145,0.17,Vegetables and Vegetable Products
3146,0.28,Vegetables and Vegetable Products
3147,0.15,Vegetables and Vegetable Products
3148,0.13,Vegetables and Vegetable Products
3149,2.13,Vegetables and Vegetable Products
3150,0.24,Vegetables and Vegetable Products
3151,0.12,Vegetables and Vegetable Products
3152,0.38,Vegetables and Vegetable Products
3153,0.3,Vegetables and Vegetable Products
3154,0.19,Vegetables and Vegetable Products
3155,0.58,Vegetables and Vegetable Products
3156,1.95,Vegetables and Vegetable Products
3157,1.23,Vegetables and Vegetable Products
3158,1.05,Vegetables and Vegetable Products
3161,0.99,Vegetables and Vegetable Products
3162,0.91,Vegetables and Vegetable Products
3163,1.17,Vegetables and Vegetable Products
3164,1.04,Vegetables and Vegetable Products
3165,2.1,Vegetables and Vegetable Products
3166,0.53,Vegetables and Vegetable Products
3167,0.76,Vegetables and Vegetable Products
3168,0.42,Vegetables and Vegetable Products
3169,0.46,Vegetables and Vegetable Products
3170,0.56,Vegetables and Vegetable Products
